photo-count,list-view-price,list-view-date,left,celly,celly 2,celly 3,celly 4,list-view-header,list-view-location,img-wrp href,he-lazy-image src,he-lazy-image src 2,city,district,neighborhood,room,living_room,area,age,floor,price
30,25000,21-03-2024,Kiralık Daire,3 +                        1,145 m²,2                       Yaşında,3. Kat,Ataşehir'in Değerli Konumunda Kiralık 3+1 Dubleks Daire,"Çiğli, Ataşehir Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/startkey-rover-gayrimenkul-135453,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/1/9/1/9/3/2/4/f127ea64-487e-40df-8475-c0cc410505e4.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/5/4/5/3/1/3dd2a4c8-1def-40b2-99fe-1b7e0fe40996.jpg,izmir,cigli,atasehir,3,1,145,2,3,25000
35,20000,30-03-2024,Kiralık Daire,3 +                        1,125 m²,21                       Yaşında,3. Kat,Gaziemir Irmak 3+1 Önü Açık Full Eşyalı Kiralık Daire Funda,"Gaziemir, Irmak Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/fun-gayrimenkul-143997,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/6/9/6/3/2/4/20633a19-7f0c-48a7-b40f-130db6c61497.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/9/9/3/4/1/adee20d6-2e08-44a5-bd08-fc5c30019e39.jpg,izmir,gaziemir,irmak,3,1,125,21,3,20000
24,15000,06-04-2024,Kiralık Daire,2 +                        1,100 m²,11                       Yaşında,2. Kat,Medikal Point Yakını 2+1 Kiralık Daire,"Karşıyaka, Örnekköy Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/8/0/7/2/2/4/edc4c698-a0e2-4a24-a750-8a28bc25bcde.jpeg,,izmir,karsiyaka,ornekkoy,2,1,100,11,2,15000
24,15000,20-03-2024,Kiralık Daire,2 +                        1,90 m²,40                       Yaşında,1. Kat,Hatayda Necatibey İlköğretim Okulu Yakını 2+1 90 M2 Eşyalı Kiralık,"Konak, Murat Reis Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/9/9/5/2/2/4/1708787899-731528-42259959.jpeg,,izmir,konak,murat_reis,2,1,90,40,1,15000
30,30000,12-04-2024,Kiralık Villa,4 +                        1,220 m²,0 Yaşında,0. Kat,Menderes Mithatpaşa Mah. Kiralık 4+1 Triplex Villa,"Menderes, Mithatpaşa Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-gaziemir-temsilciligi-90115,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/2/6/4/3/2/4/164453fb-c1cf-46b5-b6c9-c73300b56a82.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/1/0/9/0/8053d30c-6918-4c8f-a821-1b141378aad0.jpg,izmir,menderes,mithatpasa,4,1,220,0,0,30000
17,22000,13-03-2024,Kiralık Daire,2 +                        1,125 m²,5                       Yaşında,3. Kat,Gaziemirde Eşyali Kiralık Daire Reb Gayrimenkul,"Gaziemir, Irmak Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/reb-gayrimenkul-yatirim-danismanligi-101303,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/6/9/7/9/1/4/5d35c169-6e18-42b0-a3b9-07acbc366ba3.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/0/3/1/0/1/a6ff9985-bc5a-49e9-9d23-0dcff5b753c3.jpg,izmir,gaziemir,irmak,2,1,125,5,3,22000
34,12500,23-03-2024,Kiralık Daire,3 +                        1,130 m²,35                       Yaşında,1. Kat,Altıntaş Mah.De İnönü Caddesine Yakın 3+1 125 M2 Çift Cephe Boyalı Kiralık Daire,"Konak, Altıntaş Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/4/6/3/3/2/4/90e99f57-ed05-4e02-b422-8177e08362f5.jpg,,izmir,konak,altintas,3,1,130,35,1,12500
28,14000,16-03-2024,Kiralık Daire,2 +                        1,100 m²,20                       Yaşında,3. Kat,Buca Göksuda İzbana Yakın D.Gazlı Cadde Üstü  Arakat Daire,"Buca, Göksu Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/5/7/9/1/2/4/6f80946b-47bf-402a-b048-1abcfd6f7cf3.jpg,,izmir,buca,goksu,2,1,100,20,3,14000
22,15000,28-03-2024,Kiralık Daire,2 +                        1,110 m²,20                       Yaşında,3. Kat,Buca İnkilap Mah İzban Yanı Özcan Emlaktan Eşyalı Kiralık Daire2+1,"Buca, İnkılap Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/4/2/7/2/4/2/4/e5abd50c-fbc3-4312-928b-074f53f20550.jpg,,izmir,buca,inkilap,2,1,110,20,3,15000
1,22000,08-04-2024,Kiralık Daire,2 +                        1,110 m²,0 Yaşında,3. Kat,İzmir Selçuk Atatürk Mahallesinde Sıfır Kiralık Daire,"Selçuk, Atatürk Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/armina-group-gayrimenkul-danismanligi-132456,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/6/7/6/4/2/4/6aee0ac4-829c-4dd5-87fb-2d7a80ecfafc.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/4/2/3/1/aefe9f3b-6c32-43fe-a898-cc52fa9ed993.jpg,izmir,selcuk,ataturk,2,1,110,0,3,22000
13,18000,29-03-2024,Kiralık Daire,2 +                        1,95 m²,35                       Yaşında,0. Kat,Karşıyaka Aksoy 2+1 Doğalgazlı Bahçeli Kiralık  Daire,"Karşıyaka, Aksoy Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/5/3/3/4/2/4/1711739882-971654-42433550.jpeg,,izmir,karsiyaka,aksoy,2,1,95,35,0,18000
15,12500,26-03-2024,Kiralık Daire,2 +                        1,110 m²,15                       Yaşında,3. Kat,Şirinyer Akıncılar Mahallesinde 2+1 100 M2 Kapalı Mutfak Duşakabinli Balkonlu Kiralık Daire,"Buca, Akıncılar Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/5/4/2/0/3922f0dd-473c-43e4-b321-1b243510615a.jpg,,izmir,buca,akincilar,2,1,110,15,3,12500
27,15000,29-03-2024,Kiralık Daire,1 +                        1,57 m²,1                       Yaşında,2. Kat,Çiğli Balatçık'da Site İçi Havuz Cepheli 1+1 57m2 Kiralık Daire,"Çiğli, Balatçık Mahallesi",,,,izmir,cigli,balatcik,1,1,57,1,2,15000
18,16000,27-03-2024,Kiralık Daire,2 +                        1,90 m²,32                       Yaşında,1. Kat,Metroya Yakın Eşyalı  Doğalgazlı  Daire,"Konak, Kemal Reis Mahallesi",,,,izmir,konak,kemal_reis,2,1,90,32,1,16000
21,18500,06-04-2024,Kiralık Daire,3 +                        1,150 m²,25                       Yaşında,3. Kat,Yaylacık Mah. 3+1 Full Tadilatlı D. Gazlı Arakat Kiralık Daire,"Buca, Yaylacık Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/8/4/1/0/2/4/1704638053757-42014895.jpg,,izmir,buca,yaylacik,3,1,150,25,3,18500
14,12500,03-04-2024,Kiralık Daire,2 +                        1,125 m²,10                       Yaşında,2. Kat,Goldia Yapı Gayrimenkul’den 2+1 Kapalı Mutfak Daire,"Buca, Buca Koop. Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/5/7/3/4/2/4/1711820699-2580929-42437575.jpeg,,izmir,buca,buca_koop,2,1,125,10,2,12500
14,11500,19-03-2024,Kiralık Daire,2 +                        1,120 m²,15                       Yaşında,5. Kat,Umurbey Mahallesi Kiralık,"Ödemiş, Emmioğlu Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/vera-emlak-143917,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/8/8/7/3/2/4/9583a08f-0a38-4dc9-87c7-45576b20795c.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/1/9/3/4/1/ac8837fe-b7aa-4433-8066-33c1cd30a899.jpg,izmir,odemis,emmioglu,2,1,120,15,5,11500
14,10000,17-03-2024,Kiralık Daire,1 +                        1,60 m²,0 Yaşında,1. Kat,Seyrek Merkezde Kiralık Doğalgazlı Eşyalı-Eşyasız Daire,"Menemen, 85. Yıl Cumhuriyet Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/mia-gayrimenkul-142278,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/7/9/6/3/2/4/1dd86059-513d-445e-af9e-1b9e38fa4232.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/7/2/2/4/1/1db6de1d-7ec0-484f-85d4-28aef38455f3.jpg,izmir,menemen,85_yil_cumhuriyet,1,1,60,0,1,10000
14,7000,05-04-2024,Kiralık Daire,2 +                        1,90 m²,16                       Yaşında,3. Kat,İzmir Kemalpaşa Ulucakta Kiralık Home Ofis Daire,"Kemalpaşa, Ulucak Mustafa Kemal Atatürk Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/toklioglu-gayrimenkul-141538,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/8/6/6/3/2/4/a06fa92d-c636-45ea-8d3d-1ad5c8db2f2b.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/3/5/1/4/1/12660b5f-335b-4ed9-8bc0-a3fb0f0bf1bd.jpg,izmir,kemalpasa,ulucak_mustafa_kemal_ataturk,2,1,90,16,3,7000
15,30000,11-03-2024,Kiralık Daire,3 +                        1,130 m²,10                       Yaşında,5. Kat,Urla Yaka'da Adliye Karşısı Doğalgazlı Yeni Dubleks Daire,"Urla, Rüstem Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/cipli-emlak-41250,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/6/6/3/3/2/4/af96865f-d2b4-429c-912d-ab4547d9095e.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/5/2/1/4/0/3ef17b38-c0cd-4f7b-b78e-016eb83d76cc.jpg,izmir,urla,rustem,3,1,130,10,5,30000
32,18000,08-03-2024,Kiralık Daire,2 +                        1,96 m²,25                       Yaşında,3. Kat,"Gaziemir Sevgi Mah. Emlak Konut 2. Etap Da 2+1 Kiralık Boş Daire,","Gaziemir, Sevgi Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/3/1/0/2/8/3/cee424a9-b913-4d62-a95d-fc514ab23c8b.jpg,,izmir,gaziemir,sevgi,2,1,96,25,3,18000
26,18000,08-04-2024,Kiralık Daire,3 +                        1,130 m²,8                       Yaşında,1. Kat,Şirinyer Efelerde Hipodrom Karşısı 3+1 Doğalgazlı Yeni Daire,"Buca, Efeler Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/izmir-yapi-gayrimenkul-124272,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/4/6/7/5/4/2/4/2d2022ea-08ac-4187-838a-70ac5a62beed.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/7/2/4/2/1/ed5d6553-f141-4cd0-9985-a029cc2c34c9.jpg,izmir,buca,efeler,3,1,130,8,1,18000
26,15000,26-02-2024,Kiralık Daire,2 +                        1,95 m²,31                       Yaşında,1. Kat,İzmirspor Metroya Yürüme Mesafesinde 2+1 Kiralık Daire,"Konak, Murat Reis Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/epa-izmir-hatay-temsilciligi-48991,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/9/4/5/6/2/2/4/5060e762-5e93-4dab-9f88-11eb0460ccf2.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/9/9/8/4/0/646a2beb-4fda-477a-acb9-2162ded39307.jpg,izmir,konak,murat_reis,2,1,95,31,1,15000
35,13500,26-03-2024,Kiralık Daire,2 +                        1,65 m²,4                       Yaşında,3. Kat,Marka'dan Anacadde&kampüs Yakını Eşyalı Klimalı Kiralık 2+1daire,"Buca, Kuruçeşme Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/marka-gayrimenkul-71024,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/8/5/1/4/2/4/09c86ee4-8866-4365-a5fc-11d9616eb31b.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/2/0/1/7/0/7dda055d-5082-46bd-ad38-896553f4ebda.jpg,izmir,buca,kurucesme,2,1,65,4,3,13500
20,9500,05-04-2024,Kiralık Müstakil Ev,2 +                        1,95 m²,15                       Yaşında,2. Kat,Pirenlik Mevkii Müstakil Konumda Kiralık 2+1 Daire,"Gaziemir, Sevgi Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/6/3/2/6/4/2/4/7bc01b1a-86d3-4a64-bb14-5c5471f12ad9.jpg,,izmir,gaziemir,sevgi,2,1,95,15,2,9500
20,6000,28-03-2024,Kiralık Müstakil Ev,1 +                        1,205 m²,45                       Yaşında,2. Kat,Dinçer.Emlaktan Kiralık Dağkızilça Köyünde Köy Evi Bahceli Güneş Enerjili Ulaşım Eshot Ve Dolmuş Var,"Torbalı, Dağkızılca Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/7/0/1/2/4/2/4/1711537484487-42421074.jpg,,izmir,torbali,dagkizilca,1,1,205,45,2,6000
11,15000,03-04-2024,Kiralık Daire,3 +                        1,165 m²,4                       Yaşında,5. Kat,Fatih Mahallesinde 3+1 Geniş 160 M2 Kiralık Daire,"Bergama, Fatih Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/binax-adil-139401,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/9/1/5/4/2/4/924ad8e7-93dc-413a-a876-0bda171cc3ed.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/0/4/9/3/1/4002aaf2-7ed7-42b7-bae0-d8f6061283d0.jpg,izmir,bergama,fatih,3,1,165,4,5,15000
22,36000,28-03-2024,Kiralık Daire,2 +                        1,85 m²,7                       Yaşında,1. Kat,Karşıyaka Da Dogalgazlı Ful Eşyalı Y. Giriş 2+1 Daire Çigli Serkan Emlak Güvencesiyle,"Karşıyaka, Aksoy Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/6/8/4/2/4/2/4/66f59f28-525d-4a01-9065-3f9af94dff40.jpg,,izmir,karsiyaka,aksoy,2,1,85,7,1,36000
6,10000,12-04-2024,Kiralık Daire,1 +                        1,65 m²,1                       Yaşında,3. Kat,Bucada Atatürkde 1+1 Kiralık Daire,"Buca, Yıldız Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/1/2/2/4/2/4/1711545934-154047-42422151.jpeg,,izmir,buca,yildiz,1,1,65,1,3,10000
14,24000,21-03-2024,Kiralık Daire,3 +                        1,125 m²,0 Yaşında,4. Kat,"Medikal Park Hastane Arkası Kiralık 3+1 Doğal Gazlı, Ocak Doğalgaz, Kalorifer Ve Sıcak Su Pay Ölçer","Karşıyaka, İmbatlı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/5/4/1/5/3/2/4/dc66f843-27e0-4cab-8239-7f86f360fc56.jpg,,izmir,karsiyaka,imbatli,3,1,125,0,4,24000
14,20000,13-03-2024,Kiralık Daire,2 +                        1,85 m²,35                       Yaşında,3. Kat,Eski Foça Da Eşyasız Kiralık Tadilatlı 2+1 Ferah Daire,"Foça, Atatürk Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/foca-emlak-128455/yunus-fehim-kacan-3212892,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/7/6/0/5/3/2/4/1710332674-557063-42350671.jpeg,https://hecdnnw.hemlak.com/mncropresize/68/68/firmuser/2/9/8/2/1/2/3/7a7211ef-c023-414a-a025-40e345c0b41c.jpg,izmir,foca,ataturk,2,1,85,35,3,20000
12,27500,29-02-2024,Kiralık Daire,3 +                        1,130 m²,30                       Yaşında,2. Kat,Bostanlı Kiralık B.Sadi Hoşses Cad.Köşe  3+1 Daire.,"Karşıyaka, Atakent Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/9/8/0/4/1/2/4/e6786756-5fea-422f-9906-1fd50c235d51.jpg,,izmir,karsiyaka,atakent,3,1,130,30,2,27500
13,10500,13-04-2024,Kiralık Daire,2 +                        1,90 m²,21                       Yaşında,0. Kat,Doğanlarda Ana Caddeye Yakın 2+1 Kiralık Daire,"Bornova, Doğanlar Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-bayrakli-manavkuyu-temsilciligi-35475,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/6/3/8/4/2/4/612537b6-741a-498d-8f41-e4061fa24e60.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/7/4/5/3/0/f43ce2fb-220f-453d-b636-8ad553533560.jpg,izmir,bornova,doganlar,2,1,90,21,0,10500
10,16000,30-03-2024,Kiralık Daire,1 +                        1,75 m²,30                       Yaşında,1. Kat,Fırsat Alsancak Kıbrıs Şehitleri Caddesi Yakını Möbilyalı 1+1 Keyifli Daire,"Konak, Alsancak Mahallesi",,,,izmir,konak,alsancak,1,1,75,30,1,16000
18,13500,04-04-2024,Kiralık Daire,1 +                        1,74 m²,2                       Yaşında,5. Kat,Myway Wins Blue 1+1 Kiralık Daire,"Çiğli, Ahmet Efendi Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/remax-pirlanta-50269,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/6/2/0/5/0/03425537-3861-4027-9436-cbe262f2de16.jpg,,izmir,cigli,ahmet_efendi,1,1,74,2,5,13500
10,15000,18-03-2024,Kiralık Daire,2 +                        1,90 m²,5                       Yaşında,1. Kat,Kahandan Karşıyaka Örnekköyde Kiralık 2+1 Daire,"Karşıyaka, Örnekköy Mahallesi",,,,izmir,karsiyaka,ornekkoy,2,1,90,5,1,15000
31,18000,03-04-2024,Kiralık Yazlık,3 +                        1,170 m²,20                       Yaşında,1. Kat,İzmir Menderes Ahmetbeylide Kiralık Yazlık Ev,"Menderes, Ahmetbeyli Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/1/3/5/4/2/4/1712142177049-42453128.jpg,,izmir,menderes,ahmetbeyli,3,1,170,20,1,18000
25,15000,06-04-2024,Kiralık Daire,2 +                        1,90 m²,0 Yaşında,1. Kat,Havuzlu Sitede/ 2+1/ Ultra Lüks/0 Kiralık Daire,"Bergama, Tepeköy Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/global-cozum-gayrimenkul-87808,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/0/0/6/6/4/2/4/954ea513-b104-4868-8baf-61bcef9b71e8.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/0/8/7/8/0/e49eaa22-3e09-4953-9ecc-2e650c8429a4.jpg,izmir,bergama,tepekoy,2,1,90,0,1,15000
25,23000,15-04-2024,Kiralık Daire,3 +                        1,115 m²,35                       Yaşında,1. Kat,Alsancak Merkezi Yerde Doğalgazlı Eşyalı 3+1,"Konak, Alsancak Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/4/2/8/0/0/4/1672919423532-40082423.jpg,,izmir,konak,alsancak,3,1,115,35,1,23000
19,30000,13-03-2024,Kiralık Müstakil Ev,3 +                        1,120 m²,35                       Yaşında,2. Kat,Urla Meydanda Kiralık Eşyalı Müstakil Ev,"Urla, Hacı İsa Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/3/7/4/3/2/4/f1c11c8c-49db-4b61-ae03-a8a48076c402.jpg,,izmir,urla,haci_isa,3,1,120,35,2,30000
13,15500,06-04-2024,Kiralık Daire,3 +                        1,140 m²,21                       Yaşında,5. Kat,Konak Atilla Mahallesinde Kiralık Geniş Daire,"Konak, Atilla Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/4/4/0/2/1/2/4/bc474958-6a72-4b2d-8eb2-005f9e32c5aa.jpg,,izmir,konak,atilla,3,1,140,21,5,15500
13,16000,27-03-2024,Kiralık Daire,1 +                        1,55 m²,5                       Yaşında,2. Kat,Balatcık İkçü Yakını Kıralık 1+1 Eşyalı Daıre,"Çiğli, Balatçık Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/4/7/2/2/4/2/4/1711551898241-42422747.jpg,,izmir,cigli,balatcik,1,1,55,5,2,16000
13,10000,13-04-2024,Kiralık Daire,2 +                        1,110 m²,25                       Yaşında,-2. Kat,Yeşilyurt Refetbele 2+1 Kiralik Daire,"Karabağlar, Refet Bele Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/9/8/1/8/3/2/4/1710863315055-42381891.jpg,,izmir,karabaglar,refet_bele,2,1,110,25,-2,10000
13,16000,27-03-2024,Kiralık Daire,3 +                        1,100 m²,30                       Yaşında,5. Kat,"Esenyalı Mah. Merkezi Lokasyonda , Üniversite Ve Metro Yakını","Karabağlar, Esenyalı Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/kw-angora-gayrimenkul-8315,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/8/3/6/3/2/2/4/1708427059856-42236381.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/3/8/0/0/565223f4-8870-4d2e-8f61-c0c61ab2c912.jpg,izmir,karabaglar,esenyali,3,1,100,30,5,16000
20,30000,04-04-2024,Kiralık Daire,2 +                        1,68 m²,0 Yaşında,1. Kat,Park Yaşam Bornova 2+1 Havuz Cephe Kiralık,"Bornova, Kazımdirik Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/fctu-21915,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/0/0/4/3/2/4/4c2574c0-26de-4979-afea-3b0f292a9984.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/1/9/1/2/0/975f10a4-a45a-403a-a078-04bc3a2f88c3.jpg,izmir,bornova,kazimdirik,2,1,68,0,1,30000
10,20000,01-03-2024,Kiralık Daire,3 +                        1,135 m²,30                       Yaşında,6. Kat,Hatay Metro Yanı Full Eşyalı Cadde Üstü 3+1d.Gaz Ferah Temız Daıre,"Karabağlar, Arap Hasan Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/7/9/4/0/2/4/1705240394226-42049743.jpg,,izmir,karabaglar,arap_hasan,3,1,135,30,6,20000
11,15000,01-04-2024,Kiralık Daire,1 +                        1,55 m²,3                       Yaşında,2. Kat,Safir'den Sıfır Eşyalı Doğal Gazlı 1+1 Kiralık Daire,"Buca, Kuruçeşme Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/safir-gayrimenkul-ve-yatirim-danismanligi-109159,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/5/6/6/9/3/2/4/274022f3-73d2-4895-8861-0f873adabff2.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/5/1/9/0/1/7c84690d-8342-4679-a6d5-900f4d139a48.jpg,izmir,buca,kurucesme,1,1,55,3,2,15000
24,15000,15-04-2024,Kiralık Daire,2 +                        1,80 m²,31                       Yaşında,1. Kat,Amerikan Koleji  Yakını Bakımlı Açık Mutfaklı Arakat Arka Cephe Kiralık Daire.,"Karabağlar, Esenyalı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/5/1/0/3/2/4/1709545417133-42301543.jpg,,izmir,karabaglar,esenyali,2,1,80,31,1,15000
18,18000,06-04-2024,Kiralık Müstakil Ev,3 +                        1,120 m²,11                       Yaşında,0. Kat,Barış Emlak'tan Çandarlı Girişinde Full Eşyalı Kiralık Tribleks,"Dikili, Çandarlı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/9/5/5/6/4/2/4/c0dcf9d2-af73-4791-b801-b0a05bc1024f.jpeg,,izmir,dikili,candarli,3,1,120,11,0,18000
18,22000,10-04-2024,Kiralık Villa,3 +                        1,135 m²,21                       Yaşında,0. Kat,Akarca'nın En Uygun Kiralık Villası Denize 100m Mesafede,"Seferihisar, Tepecik Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/1/5/9/3/2/4/65a0ebf7-6e95-4d82-a1f8-17f2c6f92900.jpeg,,izmir,seferihisar,tepecik,3,1,135,21,0,22000
7,10400,06-04-2024,Kiralık Daire,1 +                        1,50 m²,5                       Yaşında,1. Kat,Babacan'dan Buca Kuruçeşme'de 1+1 Full Eşyalı Kiralık Daire,"Buca, Kuruçeşme Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/babacanoglu-gayrimenkul-137848,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/1/6/5/6/4/2/4/41dbb60d-e9be-4924-b612-42a4fab42285.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/4/8/7/3/1/de7d0fe5-a08c-4309-b04b-c7145e2fff68.jpg,izmir,buca,kurucesme,1,1,50,5,1,10400
18,4500,05-04-2024,Kiralık Bina,1 +                        1,50 m²,15                       Yaşında,2. Kat,Bahceli 1+ 1 Kiralık 1038 Sok No 22 Sırınkapı Buca Dokuz Eylul Ogrencı Yurdu Karsısı,"Buca, Şirinkapı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/8/6/0/3/2/1/3/5109bb4a-7ab2-4ac0-b047-ee2cc2aa3a6b.jpg,,izmir,buca,sirinkapi,1,1,50,15,2,4500
23,25000,09-04-2024,Kiralık Daire,1 +                        1,40 m²,6                       Yaşında,0. Kat,Çtn'den Urla Gülbahçe'de 01 Temmuzdan İtibaren Kiralık 1+1 Daire,"Urla, Gülbahçe Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ctn-gayrimenkul-115022,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/5/5/7/3/2/4/6e38991e-4648-4581-bae0-90fb5f317838.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/2/0/5/1/1/b634fa2f-8ed3-4e90-86ab-231c0a58f807.jpg,izmir,urla,gulbahce,1,1,40,6,0,25000
12,13000,29-03-2024,Kiralık Daire,2 +                        1,150 m²,25                       Yaşında,4. Kat,İzmir Buca  Çamlıpınar,"Buca, Çamlıpınar Mahallesi",,,,izmir,buca,camlipinar,2,1,150,25,4,13000
12,15000,03-04-2024,Kiralık Daire,3 +                        1,130 m²,35                       Yaşında,1. Kat,Sanayi Emlakdan Kiralık Karsıyaka Bahcelıevler'de Doğalgazlı Kiralık 3+1 Yüksek Zemin Daıre,"Karşıyaka, Bahçelievler Mahallesi",,,,izmir,karsiyaka,bahcelievler,3,1,130,35,1,15000
10,28000,06-04-2024,Kiralık Müstakil Ev,2 +                        1,100 m²,15                       Yaşında,2. Kat,Akarca'da Denize 100 Metre Mesafede 2+1 Kiralık Dubleks Daire,"Seferihisar, Hıdırlık Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/passionist-gayrimenkul-139258,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/5/2/9/3/1/491945c6-b576-4610-bc9b-7afef3f3befa.jpg,,izmir,seferihisar,hidirlik,2,1,100,15,2,28000
