photo-count,list-view-price,list-view-date,left,celly,celly 2,celly 3,celly 4,list-view-header,list-view-location,img-wrp href,he-lazy-image src,he-lazy-image src 2,city,district,neighborhood,room,living_room,area,age,floor,price
7,10000,12-04-2024,Kiralık Daire,3 +                        1,110 m²,25                       Yaşında,5. Kat,Maltepe Mahallesinde Ara Kat Eşyasız 3+1,"Bergama, Maltepe Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/realty-world-foca-elit-gayrimenkul-144064,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/2/1/5/4/2/4/1712129737-7026138-42451285.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/4/6/0/4/4/1/cd2c5827-f59e-41ad-b699-9eb4651d11fd.jpg,izmir,bergama,maltepe,3,1,110,25,5,10000
23,20000,08-04-2024,Kiralık Daire,3 +                        1,140 m²,5                       Yaşında,3. Kat,Kent-2 İstiklal’in Tam Merkezi Geniş 3+1 Kiralık Daire,"Menemen, İstiklal Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/kw-alesta-viya-orsa-5-31745,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/3/2/5/7/4/2/4/1712581803127-42475236.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/4/7/1/3/0/6718b45f-7eab-4495-a6ae-e40f674f4b91.jpg,izmir,menemen,istiklal,3,1,140,5,3,20000
10,16000,26-03-2024,Kiralık Daire,2 +                        1,95 m²,35                       Yaşında,5. Kat,Halil Rifatpasa Cadde Üzeri Full Denız Manzaralı Acık Mutfaklı 2+1,"Konak, Kemal Reis Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/0/2/4/7/3/2/4/1710759561108-42374200.jpg,,izmir,konak,kemal_reis,2,1,95,35,5,16000
10,35000,07-03-2024,Kiralık Daire,2 +                        1,85 m²,0 Yaşında,0. Kat,"Ataşehir De Havuzlu , Güvenlikli Site İçerisinde 2+1 Açık Mutfak  Kiralık Daire","Çiğli, Ataşehir Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/5/1/6/1/3/2/4/d44b7fae-4c11-471a-8a99-f9d56e389384.jpg,,izmir,cigli,atasehir,2,1,85,0,0,35000
15,22000,07-04-2024,Kiralık Daire,2 +                        1,95 m²,21                       Yaşında,2. Kat,Karabağlar Bahçelievler Mah.Ofis Yada Daire Olarak Arakat 2+1 Kiralık,"Karabağlar, Bahçelievler Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/4/7/9/1/1/2/4/1706468275207-42119742.jpg,,izmir,karabaglar,bahcelievler,2,1,95,21,2,22000
18,45000,08-04-2024,Kiralık Daire,3 +                        1,170 m²,16                       Yaşında,3. Kat,Dikili De Esyalı 3+1 Büyük Kiralık Daire,"Dikili, Salimbey Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/1/3/3/7/4/2/4/1712559264558-42473314.jpg,,izmir,dikili,salimbey,3,1,170,16,3,45000
31,12000,08-04-2024,Kiralık Daire,3 +                        1,132 m²,26                       Yaşında,4. Kat,Antika Gayrimenkul'den Süleyman Demirelde  Eşyalı Kiralık  Daire,"Ödemiş, Süleyman Demirel Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/antika-gayrimenkul-139505,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/6/8/4/7/4/2/4/ca86f049-c0f7-4e0d-a928-1718c7feedb8.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/0/5/9/3/1/b80d7f97-afca-40e2-b285-8fda53eddcb3.jpg,izmir,odemis,suleyman_demirel,3,1,132,26,4,12000
35,18000,06-04-2024,Kiralık Daire,3 +                        1,120 m²,5                       Yaşında,0. Kat,Barış Emlak'tan Çandarlıda Full Eşyalı Kiralık Tribleks.,"Dikili, Çandarlı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/5/5/6/4/2/4/e1b56db3-89bc-457c-963f-20135eb88aa2.jpeg,,izmir,dikili,candarli,3,1,120,5,0,18000
31,37500,05-04-2024,Kiralık Villa,3 +                        1,150 m²,0 Yaşında,0. Kat,Loft Albero Sitesinde Kiralık 3+1,"Kemalpaşa, Örnekköy Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/toklioglu-gayrimenkul-141538,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/8/3/5/1/4/1/12660b5f-335b-4ed9-8bc0-a3fb0f0bf1bd.jpg,,izmir,kemalpasa,ornekkoy,3,1,150,0,0,37500
35,13000,08-04-2024,Kiralık Daire,3 +                        1,120 m²,11                       Yaşında,4. Kat,Ali Fuat Cebeoyda 3+1 Doğalgazlı Kiralık Daire,"Karabağlar, Günaltay Mahallesi",,,,izmir,karabaglar,gunaltay,3,1,120,11,4,13000
15,18000,05-04-2024,Kiralık Daire,3 +                        1,135 m²,5                       Yaşında,4. Kat,Ulucağın En Gözde Mevkii Cumhuriyet Mahallesinde Geniş Ferah Daire,"Kemalpaşa, Ulucak Cumhuriyet Mahallesi",,,,izmir,kemalpasa,ulucak_cumhuriyet,3,1,135,5,4,18000
15,15000,05-04-2024,Kiralık Daire,3 +                        1,130 m²,30                       Yaşında,3. Kat,3+1 Açık Mutfak Doğalgazlı Merkezi Konumda,"Karabağlar, Esenlik Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/9/5/6/5/4/2/4/1712213923-438136-42456595.jpeg,,izmir,karabaglar,esenlik,3,1,130,30,3,15000
35,19750,08-04-2024,Kiralık Daire,3 +                        1,142 m²,44                       Yaşında,2. Kat,Akıncılar Mah. 142 M2 Kapalı Mutfaklı Arakat 3+1 Kiralık Daire,"Buca, Akıncılar Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-akincilar-hipodrom-temsilciligi-18435,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/9/2/9/5/4/2/4/b9fea680-3523-4723-a07c-f08eabc73efb.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/5/3/4/8/1/0/6639b02d-6b9c-4c8d-9e2d-fb18acd81ba0.jpg,izmir,buca,akincilar,3,1,142,44,2,19750
50,19000,04-04-2024,Kiralık Villa,4 +                        1,165 m²,29                       Yaşında,2. Kat,Evka2'de Kiralik Tribleks,"Çiğli, Ahmet Taner Kışlalı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/6/9/7/5/4/2/4/1712227617687-42457964.jpg,,izmir,cigli,ahmet_taner_kislali,4,1,165,29,2,19000
20,22000,02-04-2024,Kiralık Daire,2 +                        1,100 m²,0 Yaşında,0. Kat,Zeytinalanında Kiralık Bahçe Katı Sıfır Daire,"Urla, Zeytinalanı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/9/4/6/4/4/2/4/1712046450994-42446494.jpg,,izmir,urla,zeytinalani,2,1,100,0,0,22000
16,45000,31-03-2024,Kiralık Daire,2 +                        1,100 m²,1                       Yaşında,0. Kat,Güzelbahçe Eşyalı Kiralık Daire,"Güzelbahçe, Mustafa Kemal Paşa Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/4/9/9/3/4/2/4/1711915246-955103-42439946.jpeg,,izmir,guzelbahce,mustafa_kemal_pasa,2,1,100,1,0,45000
20,30000,30-03-2024,Kiralık Daire,4 +                        1,150 m²,13                       Yaşında,3. Kat,4+1 Geniş Şirket Çalışanlarına Uygun Daire,"Aliağa, Kültür Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-aliaga-subesi-142333,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/8/4/5/3/4/2/4/546e629a-ee6f-4033-a565-c7380a93c306.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/3/3/2/4/1/da60c866-3835-4369-ad1d-6815d8baeb23.jpg,izmir,aliaga,kultur,4,1,150,13,3,30000
24,15000,15-04-2024,Kiralık Daire,2 +                        1,100 m²,26                       Yaşında,3. Kat,"Babil Gayrimenkul'den Aydınlık, Ferah, Kullanışlı Kiralık Daire","Buca, Yiğitler Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/2/5/0/3/4/2/4/05f85517-c607-4b83-bda1-1fc880d5c1e8.jpeg,,izmir,buca,yigitler,2,1,100,26,3,15000
35,16000,01-04-2024,Kiralık Daire,3 +                        1,145 m²,11                       Yaşında,3. Kat,Startkeyevka3gayrimenkul Pınarbaşı Kiralık 3+1 Daire,"Bornova, Kemalpaşa Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/4/4/2/4/2/4/26e0fd54-4438-4943-bd75-56e5fb5106af.jpeg,,izmir,bornova,kemalpasa,3,1,145,11,3,16000
45,22000,27-03-2024,Kiralık Daire,2 +                        1,100 m²,35                       Yaşında,3. Kat,Üçyol Metroya  Yakın Doğalgazlı Eşyalı Daire,"Konak, Kılıç Reis Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/2/5/2/2/4/2/4/2a410cab-e60e-4e96-a124-9dbc3cb4d98a.jpg,,izmir,konak,kilic_reis,2,1,100,35,3,22000
15,6000,26-03-2024,Kiralık Daire,3 +                        1,120 m²,28                       Yaşında,3. Kat,Atatürk Mahallesin De 3+1 Kiralık,"Ödemiş, Atatürk Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/0/4/7/1/4/2/4/1711466992-690901-42417409.jpeg,,izmir,odemis,ataturk,3,1,120,28,3,6000
36,15000,28-03-2024,Kiralık Daire,3 +                        1,145 m²,17                       Yaşında,2. Kat,Hürriyet Mahallesi Arakat Kombili Kiralık 3+1 Daire,"Gaziemir, Hürriyet Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/9/7/9/0/4/2/4/93c24087-e469-4e4c-96ad-8623da3e422a.jpg,,izmir,gaziemir,hurriyet,3,1,145,17,2,15000
16,13500,24-03-2024,Kiralık Daire,2 +                        1,110 m²,20                       Yaşında,1. Kat,Sahibinden Çarşı Merkezde Kiralık Daire,"Torbalı, Tepeköy Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/4/9/3/0/4/2/4/1711223905317-42403943.jpg,,izmir,torbali,tepekoy,2,1,110,20,1,13500
15,21000,23-03-2024,Kiralık Bina,2 +                        1,200 m²,6                       Yaşında,2. Kat,Dükkan 195,"Torbalı, Torbalı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/3/9/2/0/4/2/4/Xu5h1-gt0mD3D5Rgd4daK.jpg,,izmir,torbali,torbali,2,1,200,6,2,21000
35,18000,21-03-2024,Kiralık Daire,3 +                        1,120 m²,11                       Yaşında,1. Kat,Bornova İnönü Mah Maviş Emlaktan Eşyalı Kiralık Daire,"Bornova, İnönü Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/8/8/8/8/3/2/4/114abf01-fcb2-4fa4-95b1-87bd026298d0.jpeg,,izmir,bornova,inonu,3,1,120,11,1,18000
21,20000,01-04-2024,Kiralık Daire,2 +                        1,85 m²,21                       Yaşında,2. Kat,Çınar Gayrimenkul Den 2+1 Fuul Tadilat Lı,"Foça, Mustafa Kemal Atatürk Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/cinar-gayrimenkul-142116,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/0/6/4/7/3/2/4/d4b5628c-784c-40bc-a72e-a4ff747c064b.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/1/1/2/4/1/a2472013-6027-4bca-8063-9fe667492818.jpg,izmir,foca,mustafa_kemal_ataturk,2,1,85,21,2,20000
23,20000,13-03-2024,Kiralık Daire,2 +                        1,70 m²,25                       Yaşında,2. Kat,Alsancakta Kiralık Daire,"Konak, Alsancak Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/7/1/5/3/2/4/bjkPtJFHqpHCnwiuQEsZm.jpg,,izmir,konak,alsancak,2,1,70,25,2,20000
15,20000,16-03-2024,Kiralık Daire,2 +                        1,120 m²,20                       Yaşında,5. Kat,Acil Kiralık Sahininden Teras Katı Daire,"Buca, Kozağaç Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/4/0/8/4/3/2/4/1710312152-261435-42348041.jpeg,,izmir,buca,kozagac,2,1,120,20,5,20000
17,20000,12-03-2024,Kiralık Daire,3 +                        1,140 m²,5                       Yaşında,3. Kat,Kiralık Dairr,"Menemen, Mermerli Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/4/0/5/4/3/2/4/1710244708636-42345045.jpg,,izmir,menemen,mermerli,3,1,140,5,3,20000
30,20000,24-03-2024,Kiralık Daire,3 +                        1,120 m²,10                       Yaşında,4. Kat,Yeni Binada Asansörlü Otoparklı Kiralık Daire,"Karabağlar, Maliyeciler Mahallesi",,,,izmir,karabaglar,maliyeciler,3,1,120,10,4,20000
35,18000,06-03-2024,Kiralık Daire,3 +                        1,110 m²,26                       Yaşında,6. Kat,Bornova Merkezde Gürmar Yanı Kiralık 3+1 Bakımlı Daire,"Bornova, Erzene Mahallesi",,,,izmir,bornova,erzene,3,1,110,26,6,18000
30,34000,05-03-2024,Kiralık Daire,3 +                        1,166 m²,11                       Yaşında,4. Kat,Narlıdere Mavisu Evleri'nde Kiralık 3+1 Delux Daire,"Narlıdere, 2. İnönü Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-360-luxury-128564,https://www.hepsiemlak.com/img/loadings/noImage55-55.png,,izmir,narlidere,2_inonu,3,1,166,11,4,34000
15,32000,30-03-2024,Kiralık Daire,3 +                        1,120 m²,40                       Yaşında,1. Kat,Sahibinden Alsancak Merkez Konumda 3+1 Eşyalı Kiralık Daire,"Konak, Alsancak Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/5/8/8/6/2/2/4/EthdpWczI5-ze6SRBSHnf.jpg,,izmir,konak,alsancak,3,1,120,40,1,32000
32,25000,11-03-2024,Kiralık Daire,3 +                        1,145 m²,28                       Yaşında,4. Kat,Bostanlı Merkezi Yerde Bakımlı Daire,"Karşıyaka, Bostanlı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/7/3/6/2/2/4/1708890655279-42263734.jpg,,izmir,karsiyaka,bostanli,3,1,145,28,4,25000
15,15000,16-04-2024,Kiralık Daire,1 +                        1,65 m²,25                       Yaşında,5. Kat,Üçbirlik Emlaktan Kiralık Daire,"Menderes, Mithatpaşa Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/5/9/8/5/2/2/4/1708777190789-42258950.jpg,,izmir,menderes,mithatpasa,1,1,65,25,5,15000
30,10000,06-04-2024,Kiralık Daire,1 +                        1,60 m²,1                       Yaşında,1. Kat,Kazım K. Mh Şimşek Market Yakını 1+1 60m2 Otoparklı Doğalgazlı Kiralık Daire,"Karabağlar, Kazım Karabekir Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-23746,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/3/7/2/7/0/2/4/50036372-6372-4dad-9118-f1d7698473c8.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/4/7/3/2/0/404b3208-931c-4599-b3ba-7cb5088f0c16.jpg,izmir,karabaglar,kazim_karabekir,1,1,60,1,1,10000
35,10000,14-03-2024,Kiralık Daire,2 +                        1,80 m²,5                       Yaşında,0. Kat,Can Emlak Tan Full Deniz Manzaralı Kiralık Yaz-Kış Daire,"Menderes, Gümüldür Fevzi Çakmak Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/0/2/6/5/3/2/4/471f969f-823f-4237-b930-c7b5adfdc7ff.jpg,,izmir,menderes,gumuldur_fevzi_cakmak,2,1,80,5,0,10000
35,25000,14-04-2024,Kiralık Daire,3 +                        1,135 m²,15                       Yaşında,0. Kat,Ata 35 Emlak Tan Foça Da Full Bakımlı  Kiralık Zemin Kat Daire,"Foça, Atatürk Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ata-35-emlak-121980,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/1/5/2/4/3/2/4/edeac442-b2a6-45a8-9ebc-d96b50b5c0e0.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/8/9/1/2/1/c56806b9-a734-45b5-97d6-091fbba5d223.jpeg,izmir,foca,ataturk,3,1,135,15,0,25000
43,16000,09-03-2024,Kiralık Daire,3 +                        1,120 m²,20                       Yaşında,5. Kat,Ulukent 9 Eylül Mahallesi Merter Sitesi'nde 3+1 Kiralık Daire,"Menemen, 9 Eylül Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/8/0/2/3/2/4/d86e5ad7-6ed9-4eda-9c50-966115a4f507.jpg,,izmir,menemen,9_eylul,3,1,120,20,5,16000
25,16000,06-04-2024,Kiralık Daire,3 +                        1,145 m²,5                       Yaşında,1. Kat,Harmandalı Mesca Sitesinde Kiralık 3+1 Daire,"Çiğli, Cumhuriyet Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-iya-gayrimenkul-125796,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/1/7/1/3/2/4/92d3e577-41ba-40c7-8e42-505e179b72d8.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/9/7/5/2/1/d9dff3fb-1cf5-4054-869a-123798417229.jpg,izmir,cigli,cumhuriyet,3,1,145,5,1,16000
51,25000,08-03-2024,Kiralık Daire,2 +                        1,96 m²,26                       Yaşında,5. Kat,Gaziemir Yeşil Mah. Emlak Konut 2 Nci Etap Da Eşyalı Kiralık 2+1 Daire,"Gaziemir, Yeşil Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/8/5/0/3/2/2/4/20c35fa1-9e10-4c63-a829-37f789ed9bfe.jpg,,izmir,gaziemir,yesil,2,1,96,26,5,25000
25,19360,01-04-2024,Kiralık Daire,3 +                        1,130 m²,21                       Yaşında,1. Kat,Gaziemir Emlak Bankası 1.Etaplarda 3+1 Kiralık Daire,"Gaziemir, Gazikent Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/coldwell-banker-pasha-140180,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/2/7/5/9/1/2/4/e9a81d24-aa45-47a8-997e-520ad7a34e02.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/0/8/1/0/4/1/7f582be0-e912-4e28-a7f0-d4ff3eccb284.jpg,izmir,gaziemir,gazikent,3,1,130,21,1,19360
34,15000,02-04-2024,Kiralık Daire,2 +                        1,90 m²,4                       Yaşında,2. Kat,Foça Bağarasında 2+1 Avantajlı Kiralık Daire,"Foça, Kazım Dirik Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/koyculer-gayrimenkul-limited-2186,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/2/3/0/6/3/2/4/fd787d60-2d1f-42a3-b1f1-c2d251e721dc.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/8/1/2/0/0/5dd54d82-40a8-4053-b1d2-b37f691b512a.jpg,izmir,foca,kazim_dirik,2,1,90,4,2,15000
1,13000,13-04-2024,Kiralık Daire,2 +                        1,85 m²,20                       Yaşında,1. Kat,Sahibinden Kiralık Evka4 Te 2+1 Daire,"Bornova, Evka 4 Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/9/3/8/4/2/4/1712994412060-42483901.jpg,,izmir,bornova,evka_4,2,1,85,20,1,13000
1,4000,20-03-2024,Kiralık Daire,2 +                        1,90 m²,15                       Yaşında,-2. Kat,Evime Ortak Arkadaş Arıyorum,"Konak, Atilla Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/5/9/0/7/3/2/4/1710927851533-42370959.jpg,,izmir,konak,atilla,2,1,90,15,-2,4000
23,35000,31-03-2024,Kiralık Daire,4 +                        1,125 m²,20                       Yaşında,5. Kat,4+1 Kiralık Daire Merkez Yelaltı Mah.Urla,"Urla, Yelaltı Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/2/7/9/3/4/2/4/1711905767-970516-42439722.jpeg,,izmir,urla,yelalti,4,1,125,20,5,35000
13,8000,26-03-2024,Kiralık Daire,1 +                        1,41 m²,30                       Yaşında,0. Kat,Kolej Ofis Gay.Kiralık 1+1 Daire,"Balçova, Fevzi Çakmak Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/1/0/6/2/1/4/2/4/1711393667599-42412601.jpg,,izmir,balcova,fevzi_cakmak,1,1,41,30,0,8000
13,20000,28-03-2024,Kiralık Daire,3 +                        1,120 m²,30                       Yaşında,3. Kat,Fırsat Alsancak Kıbrıs Şehitleri Caddesi Yakını Möbilyalı 3+1 Daire,"Konak, Alsancak Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/2/6/0/7/9/3/2/4/1711110024014-42397062.jpg,,izmir,konak,alsancak,3,1,120,30,3,20000
27,17500,20-03-2024,Kiralık Daire,3 +                        1,120 m²,35                       Yaşında,5. Kat,İzmir Güzelyalı Mahallesi’nde Kiralık Yapılı 3+1 Daire,"Konak, Güzelyalı Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/remax-pirlanta-50269,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/9/6/2/0/5/0/03425537-3861-4027-9436-cbe262f2de16.jpg,,izmir,konak,guzelyali,3,1,120,35,5,17500
6,35000,05-04-2024,Kiralık Villa,3 +                        1,150 m²,26                       Yaşında,0. Kat,Özdere'de Denize 50 M Dubleks 3+1 Eşyalı Kiralık Yazlık,"Menderes, Çukuraltı Mahallesi",,,,izmir,menderes,cukuralti,3,1,150,26,0,35000
6,12000,12-04-2024,Kiralık Daire,1 +                        1,55 m²,4                       Yaşında,2. Kat,Goldia Yapı Gayrimenkul'den 1+1 Full Eşyalı Daire,"Buca, Yıldız Mahallesi",,,,izmir,buca,yildiz,1,1,55,4,2,12000
29,13250,15-04-2024,Kiralık Daire,3 +                        1,130 m²,30                       Yaşında,4. Kat,Esenyalı Mh. Deü. İlahiyat Fakültesi Yakını 3+1 Kapalı Mutfak Kiralık Daire,"Karabağlar, Esenyalı Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-sirinyer-24511,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/2/6/1/1/4/2/4/4b05ba07-5ca3-49cb-8fd1-1b5f88899c7a.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/1/1/5/4/2/0/3922f0dd-473c-43e4-b321-1b243510615a.jpg,izmir,karabaglar,esenyali,3,1,130,30,4,13250
17,15000,07-03-2024,Kiralık Daire,3 +                        1,135 m²,18                       Yaşında,5. Kat,Kahandan Bayraklı Yenigirnede Kiralık 3+1 Daire,"Bayraklı, Soğukkuyu Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/7/9/1/3/2/4/27ad243d-761d-4e40-a251-e9c7f47d21e5.jpg,,izmir,bayrakli,sogukkuyu,3,1,135,18,5,15000
14,4000,08-04-2024,Kiralık Daire,4 +                        1,120 m²,10                       Yaşında,2. Kat,###sahibindengünlükhaftalıkaylık Kiralık Full Eşyalı Daire##,"Çeşme, Reisdere Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/5/7/5/9/6/4/2/4/1712427416001-42469575.jpg,,izmir,cesme,reisdere,4,1,120,10,2,4000
14,10000,12-04-2024,Kiralık Daire,2 +                        1,115 m²,7                       Yaşında,3. Kat,İzbana Yakın Eşyalı 2+1 Sahibinden Daire (oda Olarak Değildir),"Buca, Barış Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/6/6/4/1/6/4/2/4/1712299904118-42461466.jpg,,izmir,buca,baris,2,1,115,7,3,10000
14,13500,26-03-2024,Kiralık Daire,3 +                        1,125 m²,0 Yaşında,3. Kat,Melih Bilgin Gayrimenkulden Hürriyet Mahallesinde 3+1 Kiralık Daire,"Ödemiş, Hürriyet Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/7/8/4/5/1/4/2/4/46b59e1b-cc6f-4152-a020-7c31b5b53d74.jpg,,izmir,odemis,hurriyet,3,1,125,0,3,13500
14,10000,24-03-2024,Kiralık Daire,3 +                        1,110 m²,30                       Yaşında,4. Kat,Merkezi Konumda Kiralik Daire,"Menemen, Mermerli Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/3/6/6/3/0/4/2/4/1711216977706-42403663.jpg,,izmir,menemen,mermerli,3,1,110,30,4,10000
28,19500,21-03-2024,Kiralık Daire,3 +                        1,143 m²,0 Yaşında,3. Kat,A Plus Gayrimenkulden Köşe Komumda Sıfır 3+1 Kiralık Daire,"Tire, Hürriyet Mahallesi",,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/3/2/9/8/3/2/4/701d7150-ed56-45e0-ab9a-c9346a373479.jpeg,,izmir,tire,hurriyet,3,1,143,0,3,19500
28,13000,05-04-2024,Kiralık Daire,1 +                        1,50 m²,4                       Yaşında,2. Kat,Buca Yabancı Diller Fak. 10 Dk. Mesafede 1+1 Full Eşyalı Kiralık,"Buca, Yaylacık Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/turyap-izmir-buca-temsilciligi-15356,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/4/8/1/4/2/0/2/4/6f1d37d1-0d86-4ccf-80cb-c32cce053fc6.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/6/5/3/5/1/0/dd1d6e78-ba67-4d2e-9977-287eca55e573.jpg,izmir,buca,yaylacik,1,1,50,4,2,13000
26,25500,03-04-2024,Kiralık Daire,1 +                        1,64 m²,8                       Yaşında,3. Kat,Mavişehir Modern 4 Sitesinde Kiralık  1 + 1 Daire,"Karşıyaka, Yalı Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/remax-adres-2527,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/8/7/3/8/0/3/2/4/5168ad96-47b6-4217-b0c6-575950550fff.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/7/2/5/2/0/0/1a302320-ccdd-4f31-95f3-cc4105f69628.jpg,izmir,karsiyaka,yali,1,1,64,8,3,25500
27,20000,09-04-2024,Kiralık Daire,2 +                        1,100 m²,15                       Yaşında,0. Kat,"Çtn'den Narlıdere Sahilevleri'nde, Bahçeli, 2+1 Kiralık Daire","Narlıdere, Sahilevleri Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ctn-gayrimenkul-115022,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/0/8/9/8/9/9/1/4/6d21a1e3-8b21-4f34-87ea-75f53efa8d90.jpg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/2/2/0/5/1/1/b634fa2f-8ed3-4e90-86ab-231c0a58f807.jpg,izmir,narlidere,sahilevleri,2,1,100,15,0,20000
13,16000,31-03-2024,Kiralık Daire,2 +                        1,65 m²,0 Yaşında,1. Kat,Yeşilyurt Yıldız Cad Hastane Yakını 2+1 Sıfır Kiralık Daire,"Karabağlar, Esenlik Mahallesi",https://www.hepsiemlak.com/emlak-ofisi/ogretmen-emlak-yildiz-subesi-61913,https://hecdn01.hemlak.com/mncropresize/182/137/ds01/9/7/9/8/3/4/2/4/809a6dd8-9d85-4fae-8cad-9d4444f4773a.jpeg,https://hecdnnw.hemlak.com/mncropresize/91/68/logo/3/1/9/1/6/0/8b26ec88-ee6a-4e2b-ade4-a596ba6ad53b.jpg,izmir,karabaglar,esenlik,2,1,65,0,1,16000
